accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,collection_codeA,material_id,institution_codeB,collection_codeB,specimen_id,sample_accession,study_accession
MK335361,"Sri Lanka:Valaichchenai, Eastern Province, Indian Ocean",7.93 N 81.56 E,"Galeocerdo cuvier voucher SL-113 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Galeocerdo cuvier,BRT-I 0004,,SL-113,,,BRT-I 0004,,,SL-113,,
MK335363,"Sri Lanka:Colombo, Western Province, Indian Ocean",6.97 N 79.89 E,"Rhinobatos annandalei voucher SL-115 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Rhinobatos annandalei,BRT-I 0003,,SL-115,,,BRT-I 0003,,,SL-115,,
MK335364,"Sri Lanka:Valaichchenai, Eastern Province, Indian Ocean",7.93 N 81.56 E,"Urogymnus granulatus voucher SL-116 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Urogymnus granulatus,BRT-I 0030,,SL-116,,,BRT-I 0030,,,SL-116,,
MK335365,"Sri Lanka:Valaichchenai, Eastern Province, Indian Ocean",7.93 N 81.56 E,"Galeocerdo cuvier voucher SL-118 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Galeocerdo cuvier,BRT-I 0005,,SL-118,,,BRT-I 0005,,,SL-118,,
MK335366,"Sri Lanka:Negombo, Western Province, Indian Ocean",7.2 N 79.83 E,"Triaenodon obesus voucher SL-119 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Triaenodon obesus,BRT-I 0031,,SL-119,,,BRT-I 0031,,,SL-119,,
MK849925,Bangladesh,23.76 N 90.38 E,"Fusarium oxysporum strain JFP9 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Fusarium oxysporum,Genomic DNA,,BARJ_JFP9,,,Genomic DNA,,,BARJ_JFP9,,
MK849926,Bangladesh,23.88 N 90.03 E,"Fusarium oxysporum strain JFP18 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Fusarium oxysporum,Genomic DNA,,BARJ_JFP18,,,Genomic DNA,,,BARJ_JFP18,,
MN102663,India,,"Ficus racemosa voucher FR-01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus racemosa,Leaf,,FR-01,,,Leaf,,,FR-01,,
MN102664,India,,"Ficus rubiginosa voucher FR-05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus rubiginosa,Leaf,,FR-05,,,Leaf,,,FR-05,,
MN102665,India,,"Ficus rumphii voucher FR-08 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus rumphii,Leaf,,FR-08,,,Leaf,,,FR-08,,
MN102666,India,,"Ficus religiosa voucher FR-09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus religiosa,Leaf,,FR-09,,,Leaf,,,FR-09,,
MN102667,India,,"Ficus retusa voucher FR-13 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus retusa,Leaf,,FR-13,,,Leaf,,,FR-13,,
MN102668,India,,"Ficus virens voucher FV-04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus virens,Leaf,,FV-04,,,Leaf,,,FV-04,,
MN102669,India,,"Ficus benghalensis voucher K1-01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus benghalensis,Leaf,,K1-01,,,Leaf,,,K1-01,,
MN102670,India,,"Ficus carica voucher K2-04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus carica,Leaf,,K2-04,,,Leaf,,,K2-04,,
MN102671,India,,"Ficus microcarpa voucher FP-07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",Ficus microcarpa,Leaf,,FP-07,,,Leaf,,,FP-07,,
MN173418,Bangladesh,24.43 N 88.42 E,"Pseudomonas azotoformans strain ESR4 16S ribosomal RNA gene, partial sequence.",Pseudomonas azotoformans,Genomic DNA,,BSMRAU_ESR4,,,Genomic DNA,,,BSMRAU_ESR4,,
MN173419,Bangladesh,24.43 N 88.4 E,"Pseudomonas poae strain ESR6 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESR6,,,Genomic DNA,,,BSMRAU_ESR6,,
MN173420,Bangladesh,24.43 N 88.4 E,"Pseudomonas fluorescens strain ESR7 16S ribosomal RNA gene, partial sequence.",Pseudomonas fluorescens,Genomic DNA,,BSMRAU_ESR7,,,Genomic DNA,,,BSMRAU_ESR7,,
MN173422,Bangladesh,24.44 N 88.41 E,"Pseudomonas cedrina strain ESR12 16S ribosomal RNA gene, partial sequence.",Pseudomonas cedrina,Genomic DNA,,BSMRAU_ESR12,,,Genomic DNA,,,BSMRAU_ESR12,,
MN173423,Bangladesh,24.44 N 88.41 E,"Pseudomonas chlororaphis strain ESR15 16S ribosomal RNA gene, partial sequence.",Pseudomonas chlororaphis,Genomic DNA,,BSMRAU_ESR15,,,Genomic DNA,,,BSMRAU_ESR15,,
MN173424,Bangladesh,24.04 N 90.4 E,"Pseudomonas cedrina strain ESR16 16S ribosomal RNA gene, partial sequence.",Pseudomonas cedrina,Genomic DNA,,BSMRAU_ESR16,,,Genomic DNA,,,BSMRAU_ESR16,,
MN173425,Bangladesh,24.43 N 88.42 E,"Stenotrophomonas maltophilia strain ESR20 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESR20,,,Genomic DNA,,,BSMRAU_ESR20,,
MN173426,Bangladesh,24.43 N 88.41 E,"Pseudomonas veronii strain ESR21 16S ribosomal RNA gene, partial sequence.",Pseudomonas veronii,Genomic DNA,,BSMRAU_ESR21,,,Genomic DNA,,,BSMRAU_ESR21,,
MN173427,Bangladesh,24.44 N 88.41 E,"Pseudomonas cedrina strain ESR23 16S ribosomal RNA gene, partial sequence.",Pseudomonas cedrina,Genomic DNA,,BSMRAU_ESR23,,,Genomic DNA,,,BSMRAU_ESR23,,
MN173428,Bangladesh,25.48 N 88.87 E,"Bacillus cereus strain ESD3 16S ribosomal RNA gene, partial sequence.",Bacillus cereus,Genomic DNA,,BSMRAU_ESD3,,,Genomic DNA,,,BSMRAU_ESD3,,
MN173429,Bangladesh,25.48 N 88.87 E,"Staphylococcus saprophyticus strain ESD8 16S ribosomal RNA gene, partial sequence.",Staphylococcus saprophyticus,Genomic DNA,,BSMRAU_ESD8,,,Genomic DNA,,,BSMRAU_ESD8,,
MN173430,Bangladesh,25.48 N 88.87 E,"Bacillus horikoshii strain ESD16 16S ribosomal RNA gene, partial sequence.",Bacillus horikoshii,Genomic DNA,,BSMRAU_ESD16,,,Genomic DNA,,,BSMRAU_ESD16,,
MN173431,Bangladesh,25.49 N 88.87 E,"Bacillus cereus strain ESD21 16S ribosomal RNA gene, partial sequence.",Bacillus cereus,Genomic DNA,,BSMRAU_ESD21,,,Genomic DNA,,,BSMRAU_ESD21,,
MN173432,Bangladesh,24.51 N 89.22 E,"Bacillus aryabhattai strain ESB6 16S ribosomal RNA gene, partial sequence.",Bacillus aryabhattai,Genomic DNA,,BSMRAU_ESB6,,,Genomic DNA,,,BSMRAU_ESB6,,
MN173433,Bangladesh,24.51 N 89.22 E,"Bacillus megaterium strain ESB9 16S ribosomal RNA gene, partial sequence.",Bacillus megaterium,Genomic DNA,,BSMRAU_ESB9,,,Genomic DNA,,,BSMRAU_ESB9,,
MN173434,Bangladesh,24.51 N 89.22 E,"Bacillus cereus strain ESB22 16S ribosomal RNA gene, partial sequence.",Bacillus cereus,Genomic DNA,,BSMRAU_ESB22,,,Genomic DNA,,,BSMRAU_ESB22,,
MN173435,Bangladesh,24.19 N 88.96 E,"Pseudomonas azotoformans strain ESN1 16S ribosomal RNA gene, partial sequence.",Pseudomonas azotoformans,Genomic DNA,,BSMRAU_ESN1,,,Genomic DNA,,,BSMRAU_ESN1,,
MN173436,Bangladesh,24.19 N 88.96 E,"Pseudomonas poae strain ESN2 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESN2,,,Genomic DNA,,,BSMRAU_ESN2,,
MN173437,Bangladesh,24.19 N 88.96 E,"Bacillus aryabhattai strain ESN3 16S ribosomal RNA gene, partial sequence.",Bacillus aryabhattai,Genomic DNA,,BSMRAU_ESN3,,,Genomic DNA,,,BSMRAU_ESN3,,
MN173438,Bangladesh,24.19 N 88.96 E,"Bacillus megaterium strain ESN4 16S ribosomal RNA gene, partial sequence.",Bacillus megaterium,Genomic DNA,,BSMRAU_ESN4,,,Genomic DNA,,,BSMRAU_ESN4,,
MN173439,Bangladesh,24.19 N 88.96 E,"Enterobacter cloacae strain ESN16 16S ribosomal RNA gene, partial sequence.",Enterobacter cloacae,Genomic DNA,,BSMRAU_ESN16,,,Genomic DNA,,,BSMRAU_ESN16,,
MN173440,Bangladesh,24.19 N 88.96 E,"Pseudomonas poae strain ESN24 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESN24,,,Genomic DNA,,,BSMRAU_ESN24,,
MN173441,Bangladesh,24.2 N 88.96 E,"Pseudomonas poae strain ESN29 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESN29,,,Genomic DNA,,,BSMRAU_ESN29,,
MN173442,Bangladesh,24.2 N 88.96 E,"Pseudomonas putida strain ESN32 16S ribosomal RNA gene, partial sequence.",Pseudomonas putida,Genomic DNA,,BSMRAU_ESN32,,,Genomic DNA,,,BSMRAU_ESN32,,
MN173443,Bangladesh,24.19 N 88.95 E,"Pseudomonas putida strain ESN34 16S ribosomal RNA gene, partial sequence.",Pseudomonas putida,Genomic DNA,,BSMRAU_ESN34,,,Genomic DNA,,,BSMRAU_ESN34,,
MN173444,Bangladesh,24.19 N 88.95 E,"Pseudomonas extremorientalis strain ESN36 16S ribosomal RNA gene, partial sequence.",Pseudomonas extremorientalis,Genomic DNA,,BSMRAU_ESN36,,,Genomic DNA,,,BSMRAU_ESN36,,
MN173445,Bangladesh,24.19 N 88.95 E,"Pseudomonas chlororaphis strain ESN37 16S ribosomal RNA gene, partial sequence.",Pseudomonas chlororaphis,Genomic DNA,,BSMRAU_ESN37,,,Genomic DNA,,,BSMRAU_ESN37,,
MN173446,Bangladesh,24.19 N 88.95 E,"Pseudomonas poae strain ESN38 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESN38,,,Genomic DNA,,,BSMRAU_ESN38,,
MN173447,Bangladesh,21.98 N 90.25 E,"Glutamicibacter arilaitensis strain ESK1 16S ribosomal RNA gene, partial sequence.",Glutamicibacter arilaitensis,Genomic DNA,,BSMRAU_ESK1,,,Genomic DNA,,,BSMRAU_ESK1,,
MN173448,Bangladesh,21.99 N 90.32 E,"Staphylococcus saprophyticus strain ESK6 16S ribosomal RNA gene, partial sequence.",Staphylococcus saprophyticus,Genomic DNA,,BSMRAU_ESK6,,,Genomic DNA,,,BSMRAU_ESK6,,
MN173449,Bangladesh,21.65 N 90.3 E,"Leclercia adecarboxylata strain ESK12 16S ribosomal RNA gene, partial sequence.",Leclercia adecarboxylata,Genomic DNA,,BSMRAU_ESK12,,,Genomic DNA,,,BSMRAU_ESK12,,
MN173450,Bangladesh,21.96 N 90.28 E,"Enterobacter ludwigii strain ESK15 16S ribosomal RNA gene, partial sequence.",Enterobacter ludwigii,Genomic DNA,,BSMRAU_ESK15,,,Genomic DNA,,,BSMRAU_ESK15,,
MN173451,Bangladesh,21.86 N 90.28 E,"Pseudomonas poae strain ESK16 16S ribosomal RNA gene, partial sequence.",Pseudomonas poae,Genomic DNA,,BSMRAU_ESK16,,,Genomic DNA,,,BSMRAU_ESK16,,
MN173452,Bangladesh,21.86 N 90.28 E,"Enterobacter ludwigii strain ESK17 16S ribosomal RNA gene, partial sequence.",Enterobacter ludwigii,Genomic DNA,,BSMRAU_ESK17,,,Genomic DNA,,,BSMRAU_ESK17,,
MN173453,Bangladesh,21.94 N 90.24 E,"Glutamicibacter nicotianae strain ESK19 16S ribosomal RNA gene, partial sequence.",Glutamicibacter nicotianae,Genomic DNA,,BSMRAU_ESK19,,,Genomic DNA,,,BSMRAU_ESK19,,
MN173454,Bangladesh,22.42 N 89.59 E,"Enterobacter ludwigii strain ESM2 16S ribosomal RNA gene, partial sequence.",Enterobacter ludwigii,Genomic DNA,,BSMRAU_ESM2,,,Genomic DNA,,,BSMRAU_ESM2,,
MN173455,Bangladesh,22.42 N 89.59 E,"Glutamicibacter arilaitensis strain ESM4 16S ribosomal RNA gene, partial sequence.",Glutamicibacter arilaitensis,Genomic DNA,,BSMRAU_ESM4,,,Genomic DNA,,,BSMRAU_ESM4,,
MN173456,Bangladesh,22.45 N 89.59 E,"Enterobacter cloacae strain ESM5 16S ribosomal RNA gene, partial sequence.",Enterobacter cloacae,Genomic DNA,,BSMRAU_ESM5,,,Genomic DNA,,,BSMRAU_ESM5,,
MN173457,Bangladesh,22.45 N 89.59 E,"Glutamicibacter arilaitensis strain ESM7 16S ribosomal RNA gene, partial sequence.",Glutamicibacter arilaitensis,Genomic DNA,,BSMRAU_ESM7,,,Genomic DNA,,,BSMRAU_ESM7,,
MN173458,Bangladesh,22.48 N 89.6 E,"Glutamicibacter nicotianae strain ESM8 16S ribosomal RNA gene, partial sequence.",Glutamicibacter nicotianae,Genomic DNA,,BSMRAU_ESM8,,,Genomic DNA,,,BSMRAU_ESM8,,
MN173459,Bangladesh,22.48 N 89.6 E,"Enterobacter cloacae strain ESM12 16S ribosomal RNA gene, partial sequence.",Enterobacter cloacae,Genomic DNA,,BSMRAU_ESM12,,,Genomic DNA,,,BSMRAU_ESM12,,
MN173460,Bangladesh,22.49 N 89.61 E,"Bacillus subtilis strain ESM14 16S ribosomal RNA gene, partial sequence.",Bacillus subtilis,Genomic DNA,,BSMRAU_ESM14,,,Genomic DNA,,,BSMRAU_ESM14,,
MN173462,Bangladesh,22.48 N 89.61 E,"Pseudomonas putida strain ESM17 16S ribosomal RNA gene, partial sequence.",Pseudomonas putida,Genomic DNA,,BSMRAU_ESM17,,,Genomic DNA,,,BSMRAU_ESM17,,
MN173463,Bangladesh,22.48 N 89.61 E,"Enterobacter ludwigii strain ESM19 16S ribosomal RNA gene, partial sequence.",Enterobacter ludwigii,Genomic DNA,,BSMRAU_ESM19,,,Genomic DNA,,,BSMRAU_ESM19,,
MN173464,Bangladesh,22.49 N 89.6 E,"Exiguobacterium acetylicum strain ESM24 16S ribosomal RNA gene, partial sequence.",Exiguobacterium acetylicum,Genomic DNA,,BSMRAU_ESM24,,,Genomic DNA,,,BSMRAU_ESM24,,
MN173465,Bangladesh,22.49 N 89.6 E,"Exiguobacterium acetylicum strain ESM25 16S ribosomal RNA gene, partial sequence.",Exiguobacterium acetylicum,Genomic DNA,,BSMRAU_ESM25,,,Genomic DNA,,,BSMRAU_ESM25,,
MN173466,Bangladesh,24.02 N 90.24 E,"Stenotrophomonas maltophilia strain ESG2 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG2,,,Genomic DNA,,,BSMRAU_ESG2,,
MN173467,Bangladesh,24.02 N 90.24 E,"Stenotrophomonas maltophilia strain ESG5 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG5,,,Genomic DNA,,,BSMRAU_ESG5,,
MN173468,Bangladesh,24.02 N 90.24 E,"Stenotrophomonas maltophilia strain ESG6 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG6,,,Genomic DNA,,,BSMRAU_ESG6,,
MN173469,Bangladesh,24.02 N 90.24 E,"Stenotrophomonas maltophilia strain ESG8 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG8,,,Genomic DNA,,,BSMRAU_ESG8,,
MN173470,Bangladesh,23.56 N 90.22 E,"Stenotrophomonas maltophilia strain ESG9 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG9,,,Genomic DNA,,,BSMRAU_ESG9,,
MN173471,Bangladesh,24.02 N 90.23 E,"Lysinibacillus sphaericus strain ESG13 16S ribosomal RNA gene, partial sequence.",Lysinibacillus sphaericus,Genomic DNA,,BSMRAU_ESG13,,,Genomic DNA,,,BSMRAU_ESG13,,
MN173472,Bangladesh,24.02 N 90.23 E,"Stenotrophomonas maltophilia strain ESG14 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG14,,,Genomic DNA,,,BSMRAU_ESG14,,
MN173473,Bangladesh,24.13 N 90.23 E,"Pseudomonas koreensis strain ESG29 16S ribosomal RNA gene, partial sequence.",Pseudomonas koreensis,Genomic DNA,,BSMRAU_ESG29,,,Genomic DNA,,,BSMRAU_ESG29,,
MN173474,Bangladesh,24.02 N 90.24 E,"Stenotrophomonas maltophilia strain ESG30 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG30,,,Genomic DNA,,,BSMRAU_ESG30,,
MN173475,Bangladesh,24.02 N 90.21 E,"Stenotrophomonas maltophilia strain ESG31 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG31,,,Genomic DNA,,,BSMRAU_ESG31,,
MN173476,Bangladesh,24.11 N 90.23 E,"Stenotrophomonas maltophilia strain ESG32 16S ribosomal RNA gene, partial sequence.",Stenotrophomonas maltophilia,Genomic DNA,,BSMRAU_ESG32,,,Genomic DNA,,,BSMRAU_ESG32,,
MN180835,Bangladesh,24.04 N 90.4 E,"Pseudomonas chlororaphis strain ESR3 16S ribosomal RNA gene, partial sequence.",Pseudomonas chlororaphis,Genomic DNA,,BSMRAU_ESR3,,,Genomic DNA,,,BSMRAU_ESR3,,
MN180836,Bangladesh,24.44 N 88.41 E,"Pseudomonas veronii strain ESR13 16S ribosomal RNA gene, partial sequence.",Pseudomonas veronii,Genomic DNA,,BSMRAU_ESR13,,,Genomic DNA,,,BSMRAU_ESR13,,
MN180837,Bangladesh,24.44 N 88.41 E,"Pseudomonas fluorescens strain ESR25 16S ribosomal RNA gene, partial sequence.",Pseudomonas fluorescens,Genomic DNA,,BSMRAU_ESR25,,,Genomic DNA,,,BSMRAU_ESR25,,
MN180838,Bangladesh,24.18 N 88.98 E,"Pseudomonas monteilii strain ESN26 16S ribosomal RNA gene, partial sequence.",Pseudomonas monteilii,Genomic DNA,,BSMRAU_ESN26,,,Genomic DNA,,,BSMRAU_ESN26,,
MN180839,Bangladesh,24.18 N 88.98 E,"Pseudomonas fluorescens strain ESN35 16S ribosomal RNA gene, partial sequence.",Pseudomonas fluorescens,Genomic DNA,,BSMRAU_ESN35,,,Genomic DNA,,,BSMRAU_ESN35,,
MN180840,Bangladesh,22.48 N 89.6 E,"Acinetobacter junii strain ESM23 16S ribosomal RNA gene, partial sequence.",Acinetobacter junii,Genomic DNA,,BSMRAU_ESM23,,,Genomic DNA,,,BSMRAU_ESM23,,
MN180841,Bangladesh,23.56 N 90.22 E,"Pseudomonas cedrina strain ESG10 16S ribosomal RNA gene, partial sequence.",Pseudomonas cedrina,Genomic DNA,,BSMRAU_ESG10,,,Genomic DNA,,,BSMRAU_ESG10,,
MN238808,Germany,49.8 N 11.26 E,"Neidiomorpha binodis strain D168_001 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid.",Neidiomorpha binodis,DB:DNA:s.n.,,B:40 0042599,DB,DNA,s.n.,B,,40 0042599,,
MN238809,Germany,49.8 N 11.26 E,"Neidiomorpha binodiformis strain D168_009 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid.",Neidiomorpha binodiformis,DB:DNA:s.n.,,B:40 0042587,DB,DNA,s.n.,B,,40 0042587,,
MN243503,Saudi Arabia,16.56 N 42.07 E,"Gymnothorax cinerascens voucher SMF 35875 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Gymnothorax cinerascens,KAU17-157,,SMF 35875,,,KAU17-157,,,SMF 35875,,
MN243504,Saudi Arabia,16.56 N 42.07 E,"Gymnothorax hepaticus voucher USNM 444253 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Gymnothorax hepaticus,KAU17-155,,USNM 444253,,,KAU17-155,,,USNM 444253,,
MN243505,Saudi Arabia,16.56 N 42.07 E,"Gymnothorax hepaticus voucher SMF 35876 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Gymnothorax hepaticus,KAU17-139,,SMF 35876,,,KAU17-139,,,SMF 35876,,
MN243507,Saudi Arabia,16.56 N 42.07 E,"Gymnothorax hepaticus voucher KAUMM 452 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Gymnothorax hepaticus,KAU17-156,,KAUMM 452,,,KAU17-156,,,KAUMM 452,,
MN243521,Saudi Arabia,16.62 N 41.93 E,"Gymnothorax pseudoherrei voucher SMF 35877 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Gymnothorax pseudoherrei,KAU17-245,,SMF 35877,,,KAU17-245,,,SMF 35877,,
MN823069,USA,,"Anas cyanoptera voucher N2019-0574 cytochrome b (Cytb) gene, partial cds; mitochondrial.",Anas cyanoptera,QN7.2,,N2019-0574,,,QN7.2,,,N2019-0574,,
MN823070,USA,,"Panthera uncia voucher N2019-0379 cytochrome b (Cytb) gene, partial cds; mitochondrial.",Panthera uncia,QN1.1,,N2019-0379,,,QN1.1,,,N2019-0379,,
