accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,culture_id,institution_codeB,specimen_id,sample_accession,study_accession
MH707576,Indonesia,,"Colletotrichum scovillei culture CPC:30216 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30216,UOM COL20,CPC,30216,,UOM COL20,,
MH707577,Indonesia,,"Colletotrichum scovillei culture CPC:30215 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30215,UOM COL19,CPC,30215,,UOM COL19,,
MH707578,Indonesia,,"Colletotrichum scovillei culture CPC:30206 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30206,UOM COL10,CPC,30206,,UOM COL10,,
MH707579,Indonesia,,"Colletotrichum scovillei culture CPC:30205 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30205,UOM COL9,CPC,30205,,UOM COL9,,
MH707580,Indonesia,,"Colletotrichum scovillei culture CPC:30202 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30202,UOM COL6,CPC,30202,,UOM COL6,,
MH707581,Indonesia,,"Colletotrichum scovillei culture CPC:30201 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30201,UOM COL5,CPC,30201,,UOM COL5,,
MH707582,Indonesia,,"Colletotrichum scovillei culture CPC:30200 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30200,UOM COL4,CPC,30200,,UOM COL4,,
MH707583,Indonesia,,"Colletotrichum scovillei culture CPC:30199 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30199,UOM COL3,CPC,30199,,UOM COL3,,
MH707584,Indonesia,,"Colletotrichum scovillei culture CPC:30198 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30198,UOM COL2,CPC,30198,,UOM COL2,,
MH707585,Indonesia,,"Colletotrichum scovillei culture CPC:30197 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30197,UOM COL1,CPC,30197,,UOM COL1,,
MH713887,Indonesia,,"Colletotrichum siamense voucher UOM40 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30236,UOM40,CPC,30236,,UOM40,,
MH713888,Indonesia,,"Colletotrichum siamense voucher UOM39 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30235,UOM39,CPC,30235,,UOM39,,
MH713889,Indonesia,,"Colletotrichum siamense voucher UOM38 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30234,UOM38,CPC,30234,,UOM38,,
MH713890,Indonesia,,"Colletotrichum siamense voucher UOM37 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30233,UOM37,CPC,30233,,UOM37,,
MH713891,Thailand,,"Colletotrichum siamense voucher UOM27 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30223,UOM27,CPC,30223,,UOM27,,
MH713892,Thailand,,"Colletotrichum siamense voucher UOM26 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30222,UOM26,CPC,30222,,UOM26,,
MH713893,Thailand,,"Colletotrichum siamense voucher UOM25 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30221,UOM25,CPC,30221,,UOM25,,
MH713894,Indonesia,,"Colletotrichum siamense voucher UOM16 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30212,UOM16,CPC,30212,,UOM16,,
MH713895,Indonesia,,"Colletotrichum siamense voucher UOM15 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30211,UOM15,CPC,30211,,UOM15,,
MH713896,Indonesia,,"Colletotrichum siamense voucher UOM14 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30210,UOM14,CPC,30210,,UOM14,,
MH713897,Indonesia,,"Colletotrichum siamense voucher UOM 13 Mat1-Apn1 intergenic spacer, partial sequence; and mating type protein (Mat1) gene, partial cds.",Colletotrichum siamense,,CPC:30209,UOM 13,CPC,30209,,UOM 13,,
MH748231,Indonesia,,"Colletotrichum siamense culture CPC:30209 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30209,UOM13,CPC,30209,,UOM13,,
MH748232,Indonesia,,"Colletotrichum siamense culture CPC:30210 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30210,UOM14,CPC,30210,,UOM14,,
MH748233,Indonesia,,"Colletotrichum siamense culture CPC:30211 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30211,UOM15,CPC,30211,,UOM15,,
MH748234,Indonesia,,"Colletotrichum siamense culture CPC:30212 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30212,UOM16,CPC,30212,,UOM16,,
MH748235,Thailand,,"Colletotrichum siamense culture CPC:30221 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30221,UOM25,CPC,30221,,UOM25,,
MH748236,Thailand,,"Colletotrichum siamense culture CPC:30222 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30222,UOM26,CPC,30222,,UOM26,,
MH748237,Thailand,,"Colletotrichum siamense culture CPC:30223 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30223,UOM27,CPC,30223,,UOM27,,
MH748238,Indonesia,,"Colletotrichum siamense culture CPC:30233 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30233,UOM37,CPC,30233,,UOM37,,
MH748239,Indonesia,,"Colletotrichum siamense culture CPC:30234 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30234,UOM38,CPC,30234,,UOM38,,
MH748240,Indonesia,,"Colletotrichum siamense culture CPC:30235 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30235,UOM39,CPC,30235,,UOM39,,
MH748241,Indonesia,,"Colletotrichum siamense culture CPC:30236 glutamine synthetase (GS) gene, intron 2 and partial cds.",Colletotrichum siamense,,CPC:30236,UOM40,CPC,30236,,UOM40,,
MH758194,China,,"Phialosporostilbe sp. JY-2018a voucher MFLU:18-1502 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Phialosporostilbe sp. JY-2018a,,MFLUCC:17-0227,MFLU:18-1502,MFLUCC,17-0227,MFLU,18-1502,,
MH758195,Thailand,,"Cryptophialoidea fasciculata voucher MFLU:18-1499 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Cryptophialoidea fasciculata,,MFLUCC:17-2119,MFLU:18-1499,MFLUCC,17-2119,MFLU,18-1499,,
MH758196,Thailand,,"Nawawia filiformis voucher MFLU:18-1500 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Nawawia filiformis,,MFLUCC:17-2394,MFLU:18-1500,MFLUCC,17-2394,MFLU,18-1500,,
MH758197,China,,"Cryptophiale udagawae voucher MFLU:18-1498 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0428,MFLU:18-1498,MFLUCC,18-0428,MFLU,18-1498,,
MH758198,China,,"Cryptophiale udagawae voucher MFLU:18-1497 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0422,MFLU:18-1497,MFLUCC,18-0422,MFLU,18-1497,,
MH758200,Thailand,,"Nawawia filiformis voucher MFLU:18-1501 small subunit ribosomal RNA gene, partial sequence.",Nawawia filiformis,,MFLUCC:16-0853,MFLU:18-1501,MFLUCC,16-0853,MFLU,18-1501,,
MH758201,China,,"Phialosporostilbe sp. JY-2018a voucher MFLU:18-1502 small subunit ribosomal RNA gene, partial sequence.",Phialosporostilbe sp. JY-2018a,,MFLUCC:17-0227,MFLU:18-1502,MFLUCC,17-0227,MFLU,18-1502,,
MH758202,Thailand,,"Cryptophialoidea fasciculata voucher MFLU:18-1499 small subunit ribosomal RNA gene, partial sequence.",Cryptophialoidea fasciculata,,MFLUCC:17-2119,MFLU:18-1499,MFLUCC,17-2119,MFLU,18-1499,,
MH758203,Thailand,,"Nawawia filiformis voucher MFLU:18-1500 small subunit ribosomal RNA gene, partial sequence.",Nawawia filiformis,,MFLUCC:17-2394,MFLU:18-1500,MFLUCC,17-2394,MFLU,18-1500,,
MH758204,China,,"Cryptophiale udagawae voucher MFLU:18-1498 small subunit ribosomal RNA gene, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0428,MFLU:18-1498,MFLUCC,18-0428,MFLU,18-1498,,
MH758205,China,,"Cryptophiale udagawae voucher MFLU:18-1497 small subunit ribosomal RNA gene, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0422,MFLU:18-1497,MFLUCC,18-0422,MFLU,18-1497,,
MH758206,Thailand,,"Nawawia filiformis voucher MFLU:18-1501 large subunit ribosomal RNA gene, partial sequence.",Nawawia filiformis,,MFLUCC:16-0853,MFLU:18-1501,MFLUCC,16-0853,MFLU,18-1501,,
MH758207,China,,"Phialosporostilbe sp. JY-2018a voucher MFLU:18-1502 large subunit ribosomal RNA gene, partial sequence.",Phialosporostilbe sp. JY-2018a,,MFLUCC:17-0227,MFLU:18-1502,MFLUCC,17-0227,MFLU,18-1502,,
MH758208,Thailand,,"Cryptophialoidea fasciculata voucher MFLU:18-1499 large subunit ribosomal RNA gene, partial sequence.",Cryptophialoidea fasciculata,,MFLUCC:17-2119,MFLU:18-1499,MFLUCC,17-2119,MFLU,18-1499,,
MH758209,Thailand,,"Nawawia filiformis voucher MFLU:18-1500 large subunit ribosomal RNA gene, partial sequence.",Nawawia filiformis,,MFLUCC:17-2394,MFLU:18-1500,MFLUCC,17-2394,MFLU,18-1500,,
MH758210,China,,"Cryptophiale udagawae voucher MFLU:18-1498 large subunit ribosomal RNA gene, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0428,MFLU:18-1498,MFLUCC,18-0428,MFLU,18-1498,,
MH758211,China,,"Cryptophiale udagawae voucher MFLU:18-1497 large subunit ribosomal RNA gene, partial sequence.",Cryptophiale udagawae,,MFLUCC:18-0422,MFLU:18-1497,MFLUCC,18-0422,MFLU,18-1497,,
MH801190,China,,"Sporidesmium sp. ZLL-2018a voucher HKAS:92659 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Sporidesmium sp. ZLL-2018a,,MFLUCC:17-0116,HKAS:92659,MFLUCC,17-0116,HKAS,92659,,
MH801191,China,,"Sporidesmium sp. ZLL-2018a voucher HKAS:92659 translation elongation factor 1-alpha (tef1) gene, partial cds.",Sporidesmium sp. ZLL-2018a,,MFLUCC:17-0116,HKAS:92659,MFLUCC,17-0116,HKAS,92659,,
MH817947,Chile:Portezuelo,,"Colletotrichum arboricola isolate SAG 59363-16 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum arboricola,,CBS:144724,INIA<CHL>:RGM 2485,CBS,144724,INIA<CHL>,RGM 2485,,
MH817948,Chile:Hualqui,,"Colletotrichum arboricola isolate SAG 56384-17 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum arboricola,,CBS:144725,INIA<CHL>:RGM 2536,CBS,144725,INIA<CHL>,RGM 2536,,
MH817949,Chile:Coronel,,"Colletotrichum arboricola isolate SAG 69461-17 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum arboricola,,CBS:144798,INIA<CHL>:RGM 2515,CBS,144798,INIA<CHL>,RGM 2515,,
MH817953,Chile:Portezuelo,,"Colletotrichum arboricola isolate SAG 59363-16 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum arboricola,,CBS:144724,INIA<CHL>:RGM 2485,CBS,144724,INIA<CHL>,RGM 2485,,
MH817954,Chile:Hualqui,,"Colletotrichum arboricola isolate SAG 56384-17 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum arboricola,,CBS:144725,INIA<CHL>:RGM 2536,CBS,144725,INIA<CHL>,RGM 2536,,
MH817955,Chile:Coronel,,"Colletotrichum arboricola isolate SAG 69461-17 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum arboricola,,CBS:144798,INIA<CHL>:RGM 2515,CBS,144798,INIA<CHL>,RGM 2515,,
MH817959,Chile:Portezuelo,,"Colletotrichum arboricola isolate SAG 59363-16 actin (ACT) gene, partial cds.",Colletotrichum arboricola,,CBS:144724,INIA<CHL>:RGM 2485,CBS,144724,INIA<CHL>,RGM 2485,,
MH817960,Chile:Hualqui,,"Colletotrichum arboricola isolate SAG 56384-17 actin (ACT) gene, partial cds.",Colletotrichum arboricola,,CBS:144725,INIA<CHL>:RGM 2536,CBS,144725,INIA<CHL>,RGM 2536,,
MH817961,Chile:Coronel,,"Colletotrichum arboricola isolate SAG 69461-17 actin (ACT) gene, partial cds.",Colletotrichum arboricola,,CBS:144798,INIA<CHL>:RGM 2515,CBS,144798,INIA<CHL>,RGM 2515,,
MH817965,Chile:Portezuelo,,"Colletotrichum arboricola isolate SAG 59363-16 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum arboricola,,CBS:144724,INIA<CHL>:RGM 2485,CBS,144724,INIA<CHL>,RGM 2485,,
MH817966,Chile:Hualqui,,"Colletotrichum arboricola isolate SAG 56384-17 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum arboricola,,CBS:144725,INIA<CHL>:RGM 2536,CBS,144725,INIA<CHL>,RGM 2536,,
MH817967,Chile:Coronel,,"Colletotrichum arboricola isolate SAG 69461-17 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum arboricola,,CBS:144798,INIA<CHL>:RGM 2515,CBS,144798,INIA<CHL>,RGM 2515,,
MH908963,China,,"Periconia sp. ZLL-2018b culture MFLUCC:18-0679 translation elongation factor 1-alpha (tef1) gene, partial cds.",Periconia sp. ZLL-2018b,,MFLUCC:18-0679,HKAS:102239,MFLUCC,18-0679,HKAS,102239,,
MH908964,China,,"Periconia sp. ZLL-2018c culture MFLUCC:18-0668 translation elongation factor 1-alpha (tef1) gene, partial cds.",Periconia sp. ZLL-2018c,,MFLUCC:18-0668,HKAS:102240,MFLUCC,18-0668,HKAS,102240,,
MK050844,Iran:Safi Abad,,"Curvularia muehlenbeckiae isolate SCUA-Shu-Vig-7lb glyceraldehyde-3-phosphate dehydrogenase (gpd) gene, partial cds.",Curvularia muehlenbeckiae,,CBS:144693,IRAN 3122C,CBS,144693,,IRAN 3122C,,
MK077673,Thailand,,"Torula sp. isolate ML 1-4 voucher MFLU:18-1693 translation elongation factor 1-alpha (tef1) gene, partial cds.",Torula sp.,,KUMCC:18-0130,MFLU:18-1693,KUMCC,18-0130,MFLU,18-1693,,
MK077674,Thailand,,"Torula sp. isolate ML 21-2 voucher MFLU:18-1694 translation elongation factor 1-alpha (tef1) gene, partial cds.",Torula sp.,,KUMCC:18-0131,MFLU:18-1694,KUMCC,18-0131,MFLU,18-1694,,
MK109800,China,,"Amniculicola sp. ZLL-2018a voucher MFLU:18-1324 translation elongation factor 1-alpha (tef1) gene, partial cds.",Amniculicola aquatica,,MFLUCC:16-1123,MFLU:18-1324,MFLUCC,16-1123,MFLU,18-1324,,
MK109801,China,,"Amniculicola sp. ZLL-2018a voucher MFLU:18-1325 translation elongation factor 1-alpha (tef1) gene, partial cds.",Amniculicola aquatica,,MFLUCC:16-0915,MFLU:18-1325,MFLUCC,16-0915,MFLU,18-1325,,
MK109802,China,,"Amniculicola sp. ZLL-2018b voucher MFLU:18-1326 translation elongation factor 1-alpha (tef1) gene, partial cds.",Amniculicola guttulata,,MFLUCC:16-0907,MFLU:18-1326,MFLUCC,16-0907,MFLU,18-1326,,
MK109804,China,,"Murispora cicognanii voucher S-757 translation elongation factor 1-alpha (tef1) gene, partial cds.",Murispora cicognanii,,MFLUCC:17-1682,S-757,MFLUCC,17-1682,,S-757,,
MK193869,China,,"Arthrinium yunnanum voucher MFLU:18-1219 translation elongation factor 1-alpha (tef1) gene, partial cds.",Arthrinium yunnanum,,MFLUCC:18-1102,MFLU:18-1219,MFLUCC,18-1102,MFLU,18-1219,,
MK276528,Germany,,"Bionectriaceae sp. CL-2018a voucher CLL17022 large subunit ribosomal RNA gene, partial sequence.",Bionectriaceae sp. CL-2018a,,CBS:143538,CLL17022,CBS,143538,,CLL17022,,
MK313851,China,,"Neostagonosporella sichuanensis voucher MFLU 18-1212 translation elongation factor 1-alpha (tef1) gene, partial cds.",Neostagonosporella sichuanensis,,MFLUCC:18-1228,MFLU 18-1212,MFLUCC,18-1228,,MFLU 18-1212,,
MK313853,China,,"Arthrinium sp. voucher MFLU 18-2333 translation elongation factor 1-alpha (tef1) gene, partial cds.",Arthrinium sp.,,MFLUCC:18-1101,MFLU 18-2333,MFLUCC,18-1101,,MFLU 18-2333,,
MK313856,China,,"Arthrinium sp. voucher MFLU 18-2333 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Arthrinium sp.,,MFLUCC:18-1101,MFLU 18-2333,MFLUCC,18-1101,,MFLU 18-2333,,
MK313857,China,,"Arthrinium yunnanum voucher MFLU 18-1219 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Arthrinium yunnanum,,MFLUCC:18-1102,MFLU 18-1219,MFLUCC,18-1102,,MFLU 18-1219,,
MK344654,Thailand,,"Sordariomycetes sp. JY-2018 strain MFLUCC:17-2133 RNA polymerase II subunit 2 (RPB2) gene, partial cds.",Sordariomycetes sp. JY-2018,,MFLUCC:17-2133,MFLU:18-2697,MFLUCC,17-2133,MFLU,18-2697,,
MK391492,India,,"Phaeoisaria sp. PNS-2019a voucher AMH:10055 large subunit ribosomal RNA gene, partial sequence.",Phaeoisaria sp. PNS-2019a,,NFCCI:4479,AMH:10055,NFCCI,4479,AMH,10055,,
MK391493,India,,"Agaricomycotina sp. PNS-2019a voucher AMH:10054 large subunit ribosomal RNA gene, partial sequence.",Agaricomycotina sp. PNS-2019a,,NFCCI:4480,AMH:10054,NFCCI,4480,AMH,10054,,
MK391494,India,,"Phaeoisaria sp. PNS-2019a voucher AMH:10055 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Phaeoisaria sp. PNS-2019a,,NFCCI:4479,AMH:10055,NFCCI,4479,AMH,10055,,
MK391496,India,,"Agaricomycotina sp. PNS-2019a voucher AMH:10054 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Agaricomycotina sp. PNS-2019a,,NFCCI:4480,AMH:10054,NFCCI,4480,AMH,10054,,
MK431482,New Zealand,41.81 S 172.85 E,"'Diplorhynchus bilobus' isolate JAC13680 large subunit ribosomal RNA gene, partial sequence.",'Diplorhynchus bilobus',,ICMP:21032,PDD:105912,ICMP,21032,PDD,105912,,
MK431483,New Zealand,41.81 S 172.85 E,"Pseudoclathrosphaerina spiralis isolate JAC13712 large subunit ribosomal RNA gene, partial sequence.",Pseudoclathrosphaerina spiralis,,ICMP:20879,PDD:105917,ICMP,20879,PDD,105917,,
MK431484,New Zealand,43.57 S 172.65 E,"Chalara sp. isolate JAC13725 large subunit ribosomal RNA gene, partial sequence.",Chalara sp.,,ICMP:20905,PDD:105930,ICMP,20905,PDD,105930,,
MK431485,New Zealand,41.81 S 172.85 E,"Spirosphaera sp. isolate JAC13727 large subunit ribosomal RNA gene, partial sequence.",Spirosphaera sp.,,ICMP:20907,PDD:105932,ICMP,20907,PDD,105932,,
MK431486,New Zealand,43.58 S 172.61 E,"Colletotrichum aff. brassicicola isolate JAC13944 large subunit ribosomal RNA gene, partial sequence.",Colletotrichum aff. brassicicola,,ICMP:21053,PDD:106147,ICMP,21053,PDD,106147,,
MK431487,New Zealand,43.58 S 172.61 E,"Neodidymelliopsis sp. isolate JAC13946 large subunit ribosomal RNA gene, partial sequence.",Neodidymelliopsis sp.,,ICMP:21055,PDD:106149,ICMP,21055,PDD,106149,,
MK431488,New Zealand,43.58 S 172.61 E,"Microsphaeropsis sp. isolate JAC13947 large subunit ribosomal RNA gene, partial sequence.",Microsphaeropsis sp.,,ICMP:21056,PDD:106150,ICMP,21056,PDD,106150,,
MK431492,New Zealand,45.06 S 168.53 E,"Sepedonium chalcipori isolate JAC14133 large subunit ribosomal RNA gene, partial sequence.",Sepedonium chalcipori,,ICMP:21437,PDD:106300,ICMP,21437,PDD,106300,,
MK431495,New Zealand,43.47 S 172.44 E,"Chaetomium trigonosporum isolate JAC14311 large subunit ribosomal RNA gene, partial sequence.",Chaetomium trigonosporum,,ICMP:21607,PDD:106680,ICMP,21607,PDD,106680,,
MK432780,New Zealand,41.81 S 172.85 E,"'Diplorhynchus bilobus' isolate JAC13680 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",'Diplorhynchus bilobus',,ICMP:21032,PDD:105912,ICMP,21032,PDD,105912,,
MK432781,New Zealand,41.81 S 172.85 E,"Pseudoclathrosphaerina spiralis isolate JAC13712 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Pseudoclathrosphaerina spiralis,,ICMP:20879,PDD:105917,ICMP,20879,PDD,105917,,
MK432782,New Zealand,43.57 S 172.65 E,"Chalara sp. isolate JAC13725 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Chalara sp.,,ICMP:20905,PDD:105930,ICMP,20905,PDD,105930,,
MK432783,New Zealand,41.81 S 172.85 E,"Seimatosporium sp. isolate JAC13726 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Seimatosporium sp.,,ICMP:20906,PDD:105931,ICMP,20906,PDD,105931,,
MK432784,New Zealand,41.81 S 172.85 E,"Spirosphaera sp. isolate JAC13727 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Spirosphaera sp.,,ICMP:20907,PDD:105932,ICMP,20907,PDD,105932,,
MK432785,New Zealand,41.81 S 172.85 E,"Helicomyces sp. isolate JAC13783 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Helicomyces sp.,,ICMP:21034,PDD:105988,ICMP,21034,PDD,105988,,
MK432786,New Zealand,43.58 S 172.61 E,"Colletotrichum aff. brassicicola isolate JAC13944 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Colletotrichum aff. brassicicola,,ICMP:21053,PDD:106147,ICMP,21053,PDD,106147,,
MK432787,New Zealand,43.58 S 172.61 E,"Septoria cf. coprosmae isolate JAC13945 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Septoria cf. coprosmae,,ICMP:21054,PDD:106148,ICMP,21054,PDD,106148,,
MK432788,New Zealand,43.58 S 172.61 E,"Neodidymelliopsis sp. isolate JAC13946 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Neodidymelliopsis sp.,,ICMP:21055,PDD:106149,ICMP,21055,PDD,106149,,
MK432789,New Zealand,43.58 S 172.61 E,"Microsphaeropsis sp. isolate JAC13947 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Microsphaeropsis sp.,,ICMP:21056,PDD:106150,ICMP,21056,PDD,106150,,
MK432791,New Zealand,43.57 S 172.65 E,"Nectria hoheriae isolate JAC13963 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Nectria hoheriae,,ICMP:21120,PDD:106165,ICMP,21120,PDD,106165,,
MK432792,New Zealand,43.6 S 172.65 E,"Verrucoconiothyrium sp. isolate JAC13966 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Verrucoconiothyrium sp.,,ICMP:21121,PDD:106168,ICMP,21121,PDD,106168,,
MK432793,New Zealand,,"Septoria coprosmae isolate JAC13969 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Septoria coprosmae,,ICMP:21122,PDD:106171,ICMP,21122,PDD,106171,,
MK432794,New Zealand,43.6 S 172.65 E,"Teratosphaeria considenianae isolate JAC13970 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Teratosphaeria considenianae,,ICMP:21123,PDD:106172,ICMP,21123,PDD,106172,,
MK432795,New Zealand,,"Ramularia glennii isolate JAC13971 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Ramularia glennii,,ICMP:21124,PDD:106173,ICMP,21124,PDD,106173,,
MK432797,New Zealand,43.57 S 172.65 E,"Aureobasidium pullulans isolate JAC13975 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence.",Aureobasidium pullulans,,ICMP:21143,PDD:106177,ICMP,21143,PDD,106177,,
